Board,Reference,MPN,Footprint,Apertures,Minimum_area_ratio,Datasheet,Disposition
Main,U7,TMAG5253BA2IQDMRR,Texas_X2SON-4-1EP_1.1x1.4mm_P0.5mm_EP0.8x0.6mm,5,0.8983,https://www.ti.com/lit/ds/symlink/tmag5253.pdf,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,C9,CC0603KRX7R9BB104,C_0603_1608Metric,2,2.4478,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,U37,SN74LVC125APWR,TSSOP-14_4.4x5mm_P0.65mm,14,1.6246,https://www.ti.com/lit/ds/symlink/sn74lvc125a.pdf,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,R16,0603WAF1002T5E,R_0603_1608Metric,2,2.2978,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,R50,0603WAF1002T5E,R_0603_1608Metric,2,2.2978,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,U1,TPD2EUSB30DRTR,Texas_DRT-3,3,0.7938,http://www.ti.com/lit/ds/symlink/tpd2eusb30a.pdf,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,U2,TPS62162DSGR,Texas_DSG0008A_WSON-8-1EP_2x2mm_P0.5mm_EP0.9x1.6mm,10,0.9204,https://www.ti.com/lit/ds/symlink/tps62160.pdf,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,R25,CRCW0603887KFKEA,R_0603_1608Metric,2,2.2978,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,Q3,2N7002,SOT-23,3,2.2236,https://www.jscj-elec.com/gallery/file/2N7002%20SOT-23%20V2.0.pdf,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,R63,0603WAF1003T5E,R_0603_1608Metric,2,2.2978,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,R42,0603WAF3301T5E,R_0603_1608Metric,2,2.2978,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,R27,0603WAF1003T5E,R_0603_1608Metric,2,2.2978,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,R49,0603WAF1002T5E,R_0603_1608Metric,2,2.2978,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,L1,SRP4020CC-3R3M,L_Bourns_SRP4020CC,2,4.7478,https://www.bourns.com/docs/product-datasheets/srp4020cc.pdf,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,D3,BAT54-7-F,SOT-23,3,2.2236,https://www.diodes.com/datasheet/download/BAT54.pdf,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,C31,CC0603KRX7R9BB104,C_0603_1608Metric,2,2.4478,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,R4,0603WAF1002T5E,R_0603_1608Metric,2,2.2978,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,U17,SN74LVC08APWR,TSSOP-14_4.4x5mm_P0.65mm,14,1.6246,https://www.ti.com/lit/ds/symlink/sn74lvc08a.pdf,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,R40,0603WAF1003T5E,R_0603_1608Metric,2,2.2978,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,C74,CL21A106KAYNNNE,C_0805_2012Metric,2,3.1224,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,R39,0603WAF1003T5E,R_0603_1608Metric,2,2.2978,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,C87,CC0603KRX7R9BB104,C_0603_1608Metric,2,2.4478,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,R62,0603WAF1003T5E,R_0603_1608Metric,2,2.2978,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,R41,0603WAF2212T5E,R_0603_1608Metric,2,2.2978,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,U11,TUSB320LAIRWBR,Texas_X2QFN-12_1.6x1.6mm_P0.4mm,12,0.7918,https://www.ti.com/lit/ds/symlink/tusb320lai.pdf,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,C12,CC0603KRX7R9BB104,C_0603_1608Metric,2,2.4478,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,U14,SN74LVC2G04DCKR,SOT-363_SC-70-6,6,1.3544,https://www.ti.com/lit/ds/symlink/sn74lvc2g04.pdf,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,C19,CL10A105KB8NNNC,C_0603_1608Metric,2,2.4478,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,R126,0603WAF1002T5E,R_0603_1608Metric,2,2.2978,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,C73,CL21A106KAYNNNE,C_0805_2012Metric,2,3.1224,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,R71,0603WAF1003T5E,R_0603_1608Metric,2,2.2978,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,U10,ADS7038IRTER,WQFN-16-1EP_3x3mm_P0.5mm_EP1.68x1.68mm,17,0.9956,https://www.ti.com/lit/ds/symlink/ads7038.pdf,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,R43,0603WAF3301T5E,R_0603_1608Metric,2,2.2978,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,C22,CC0603KRX7R9BB104,C_0603_1608Metric,2,2.4478,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,R52,0603WAF1002T5E,R_0603_1608Metric,2,2.2978,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,R29,0603WAF2212T5E,R_0603_1608Metric,2,2.2978,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,U20,TPD2E2U06DCKR,SOT-323_SC-70,3,1.585,https://www.ti.com/lit/ds/symlink/tpd2e2u06.pdf,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,C89,CL10A105KB8NNNC,C_0603_1608Metric,2,2.4478,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,U33,TPS7A2450DBVR,SOT-23-5,5,2.1587,https://www.ti.com/lit/ds/symlink/tps7a24.pdf,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,R131,0603WAF1002T5E,R_0603_1608Metric,2,2.2978,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,C2,CL21A106KAYNNNE,C_0805_2012Metric,2,3.1224,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,C72,CL10B103KB8NNNC,C_0603_1608Metric,2,2.4478,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,R51,0603WAF1002T5E,R_0603_1608Metric,2,2.2978,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,U39,SN74LVC1G125DBVR,SOT-23-5,5,2.1587,https://www.ti.com/lit/ds/symlink/sn74lvc1g125.pdf,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,SW1,TS-1088-AR02016,SW_SPST_TS-1088-xR020,2,3.6081,https://datasheet.lcsc.com/datasheet/pdf/0475ac02febf455ca9ddcfb380b0df0d.pdf?productCode=C720477,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,R69,0603WAF1001T5E,R_0603_1608Metric,2,2.2978,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,C84,CL10A475KP8NNNC,C_0603_1608Metric,2,2.4478,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,C4,CL10A105KB8NNNC,C_0603_1608Metric,2,2.4478,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,J1,TYPE-C-31-M-12,USB_C_Receptacle_HRO_TYPE-C-31-M-12,12,1.2759,https://www.usb.org/sites/default/files/documents/usb_type-c.zip,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,C34,CC0603KRX7R9BB104,C_0603_1608Metric,2,2.4478,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,C70,CC0603KRX7R9BB104,C_0603_1608Metric,2,2.4478,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,R70,0603WAF1002T5E,R_0603_1608Metric,2,2.2978,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,C23,CL21A106KAYNNNE,C_0805_2012Metric,2,3.1224,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,U36,TLV75519PDBVR,SOT-23-5,5,2.1587,https://www.ti.com/lit/ds/symlink/tlv755p.pdf,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,C10,CC0603KRX7R9BB104,C_0603_1608Metric,2,2.4478,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,U9,TMAG5253BA2IQDMRR,Texas_X2SON-4-1EP_1.1x1.4mm_P0.5mm_EP0.8x0.6mm,5,0.8983,https://www.ti.com/lit/ds/symlink/tmag5253.pdf,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,U6,DRV8231ADSGR,Texas_DSG0008A_WSON-8-1EP_2x2mm_P0.5mm_EP0.9x1.6mm,10,0.9204,https://www.ti.com/lit/ds/symlink/drv8231a.pdf,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,C53,CC0603KRX7R9BB104,C_0603_1608Metric,2,2.4478,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,C1,CL21A106KAYNNNE,C_0805_2012Metric,2,3.1224,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,C77,CL21A106KAYNNNE,C_0805_2012Metric,2,3.1224,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,R72,0603WAF1002T5E,R_0603_1608Metric,2,2.2978,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,R15,0603WAF1002T5E,R_0603_1608Metric,2,2.2978,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,C64,CC0603KRX7R9BB104,C_0603_1608Metric,2,2.4478,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,R135,0603WAF1002T5E,R_0603_1608Metric,2,2.2978,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,C18,CC0603KRX7R9BB104,C_0603_1608Metric,2,2.4478,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,R47,0603WAF1002T5E,R_0603_1608Metric,2,2.2978,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,R54,0603WAF1002T5E,R_0603_1608Metric,2,2.2978,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,C78,CL21A106KAYNNNE,C_0805_2012Metric,2,3.1224,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,U8,TMAG5253BA2IQDMRR,Texas_X2SON-4-1EP_1.1x1.4mm_P0.5mm_EP0.8x0.6mm,5,0.8983,https://www.ti.com/lit/ds/symlink/tmag5253.pdf,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,C27,CL10A105KB8NNNC,C_0603_1608Metric,2,2.4478,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,SW2,TS-1088-AR02016,SW_SPST_TS-1088-xR020,2,3.6081,https://datasheet.lcsc.com/datasheet/pdf/0475ac02febf455ca9ddcfb380b0df0d.pdf?productCode=C720477,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,R133,0603WAF1003T5E,R_0603_1608Metric,2,2.2978,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,R48,0603WAF1002T5E,R_0603_1608Metric,2,2.2978,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,R99,0603WAF1002T5E,R_0603_1608Metric,2,2.2978,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,C79,CL10B102KB8NNNC,C_0603_1608Metric,2,2.4478,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,C3,CL21A106KAYNNNE,C_0805_2012Metric,2,3.1224,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,R74,0603WAF1002T5E,R_0603_1608Metric,2,2.2978,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,C11,CL21A106KAYNNNE,C_0805_2012Metric,2,3.1224,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,R66,0603WAF1003T5E,R_0603_1608Metric,2,2.2978,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,C38,CL21A106KAYNNNE,C_0805_2012Metric,2,3.1224,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,R44,0603WAF1001T5E,R_0603_1608Metric,2,2.2978,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,R38,0603WAF1003T5E,R_0603_1608Metric,2,2.2978,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,R134,0603WAF1003T5E,R_0603_1608Metric,2,2.2978,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,C36,CC0603KRX7R9BB104,C_0603_1608Metric,2,2.4478,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,R20,0603WAF1002T5E,R_0603_1608Metric,2,2.2978,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,R60,0603WAF3301T5E,R_0603_1608Metric,2,2.2978,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,R18,0603WAF3301T5E,R_0603_1608Metric,2,2.2978,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,R32,0603WAF1003T5E,R_0603_1608Metric,2,2.2978,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,R76,0603WAF1002T5E,R_0603_1608Metric,2,2.2978,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,U15,SN74LVC1G123DCUR,VSSOP-8_2.3x2mm_P0.5mm,8,1.4128,https://www.ti.com/lit/ds/symlink/sn74lvc1g123.pdf,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,C6,CC0603KRX7R9BB104,C_0603_1608Metric,2,2.4478,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,R130,0603WAF1002T5E,R_0603_1608Metric,2,2.2978,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,C21,CL10A105KB8NNNC,C_0603_1608Metric,2,2.4478,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,C32,CC0603KRX7R9BB104,C_0603_1608Metric,2,2.4478,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,C16,CC0603KRX7R9BB104,C_0603_1608Metric,2,2.4478,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,D4,BAT54-7-F,SOT-23,3,2.2236,https://www.diodes.com/datasheet/download/BAT54.pdf,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,R5,0603WAF330JT5E,R_0603_1608Metric,2,2.2978,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,R37,0603WAF1003T5E,R_0603_1608Metric,2,2.2978,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,R3,0603WAF1002T5E,R_0603_1608Metric,2,2.2978,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,C35,CC0603KRX7R9BB104,C_0603_1608Metric,2,2.4478,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,U34,SN74LV1T34DBVR,SOT-23-5,5,2.1587,https://www.ti.com/lit/ds/symlink/sn74lv1t34.pdf,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,C76,CC0603KRX7R9BB104,C_0603_1608Metric,2,2.4478,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,R14,0603WAF1002T5E,R_0603_1608Metric,2,2.2978,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,U3,ESP32-S3-MINI-1-N8,ESP32-S2-MINI-1,73,1.3333,https://www.espressif.com/sites/default/files/documentation/esp32-s3-mini-1_mini-1u_datasheet_en.pdf,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,R31,0603WAF1003T5E,R_0603_1608Metric,2,2.2978,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,R132,0603WAF390JT5E,R_0603_1608Metric,2,2.2978,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,R68,0603WAF2212T5E,R_0603_1608Metric,2,2.2978,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,R73,0603WAF1002T5E,R_0603_1608Metric,2,2.2978,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,R23,0603WAF1002T5E,R_0603_1608Metric,2,2.2978,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,R10,0603WAF1002T5E,R_0603_1608Metric,2,2.2978,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,R53,0603WAF1002T5E,R_0603_1608Metric,2,2.2978,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,C29,CC0603KRX7R9BB104,C_0603_1608Metric,2,2.4478,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,C20,CL10A105KB8NNNC,C_0603_1608Metric,2,2.4478,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,C7,CC0603KRX7R9BB104,C_0603_1608Metric,2,2.4478,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,R6,0603WAF330JT5E,R_0603_1608Metric,2,2.2978,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,C88,CL21A106KAYNNNE,C_0805_2012Metric,2,3.1224,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,C30,CC0603KRX7R9BB104,C_0603_1608Metric,2,2.4478,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,C8,CL21A106KAYNNNE,C_0805_2012Metric,2,3.1224,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,R35,0603WAF1003T5E,R_0603_1608Metric,2,2.2978,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,C28,CC0603KRX7R9BB104,C_0603_1608Metric,2,2.4478,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,C17,CC0603KRX7R9BB104,C_0603_1608Metric,2,2.4478,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,C55,CC0603KRX7R9BB104,C_0603_1608Metric,2,2.4478,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,C13,CC0603KRX7R9BB104,C_0603_1608Metric,2,2.4478,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,C26,0603B103K500NT,C_0603_1608Metric,2,2.4478,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,R101,0603WAF1003T5E,R_0603_1608Metric,2,2.2978,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,R59,0603WAF4701T5E,R_0603_1608Metric,2,2.2978,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,R77,0603WAF1002T5E,R_0603_1608Metric,2,2.2978,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,U12,TPS259470LRPWR,Texas_RPW0010A,12,0.9159,https://www.ti.com/lit/ds/symlink/tps25947.pdf,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,R26,0603WAF1003T5E,R_0603_1608Metric,2,2.2978,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,U25,SN74LVC125APWR,TSSOP-14_4.4x5mm_P0.65mm,14,1.6246,https://www.ti.com/lit/ds/symlink/sn74lvc125a.pdf,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,C82,CL10B225KP8NNNC,C_0603_1608Metric,2,2.4478,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,R46,0603WAF1002T5E,R_0603_1608Metric,2,2.2978,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,R136,0603WAF1003T5E,R_0603_1608Metric,2,2.2978,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,R34,0603WAF1003T5E,R_0603_1608Metric,2,2.2978,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,C14,CL21A106KAYNNNE,C_0805_2012Metric,2,3.1224,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,R36,0603WAF1003T5E,R_0603_1608Metric,2,2.2978,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,D1,SMBJ12A,D_SMB,2,6.2117,https://datasheet.lcsc.com/datasheet/pdf/4ab84a227fae39f9eac85241b8264ead.pdf?productCode=C151251,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,R141,0603WAF3302T5E,R_0603_1608Metric,2,2.2978,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,R45,0603WAF1001T5E,R_0603_1608Metric,2,2.2978,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,R11,0603WAF1002T5E,R_0603_1608Metric,2,2.2978,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,R58,0603WAF330JT5E,R_0603_1608Metric,2,2.2978,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,R128,0603WAF3300T5E,R_0603_1608Metric,2,2.2978,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,C25,0603B103K500NT,C_0603_1608Metric,2,2.4478,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,U28,TPS22919DCKR,SOT-363_SC-70-6,6,1.3544,https://www.ti.com/lit/ds/symlink/tps22919.pdf,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,R78,0603WAF1002T5E,R_0603_1608Metric,2,2.2978,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,C71,CL10B225KP8NNNC,C_0603_1608Metric,2,2.4478,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,C81,CL10B225KP8NNNC,C_0603_1608Metric,2,2.4478,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,R79,0603WAF1002T5E,R_0603_1608Metric,2,2.2978,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,C86,CC0603KRX7R9BB104,C_0603_1608Metric,2,2.4478,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,R129,0603WAF1003T5E,R_0603_1608Metric,2,2.2978,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
Main,C40,CL21A106KAYNNNE,C_0805_2012Metric,2,3.1224,,See STENCIL_REVIEW.md; package evidence and lot/reflow limits are separate from geometric pass
