Designator,MPN,LCSC Part #,Units for 5 boards,Quote treatment,Recorded sourcing status,Supplier URL
C81,CL10B225KP8NNNC,C100082,5,JLC matching pending,Catalog identity checked; verify effective capacitance under DC bias,https://www.lcsc.com/product-detail/C100082.html
C82,CL10B225KP8NNNC,C100082,5,JLC matching pending,Catalog identity checked; verify effective capacitance under DC bias,https://www.lcsc.com/product-detail/C100082.html
C83,CC0603KRX7R9BB104,C14663,5,JLC matching pending,Catalog identity checked; verify effective capacitance under DC bias,https://www.lcsc.com/product-detail/C14663.html
C84,CL10A475KP8NNNC,C1705,5,JLC matching pending,Catalog identity checked; verify effective capacitance under DC bias,https://www.lcsc.com/product-detail/C1705.html
C85,CC0603KRX7R9BB104,C14663,5,JLC matching pending,Catalog identity checked; verify effective capacitance under DC bias,https://www.lcsc.com/product-detail/C14663.html
C86,CC0603KRX7R9BB104,C14663,5,JLC matching pending,Catalog identity checked; verify effective capacitance under DC bias,https://www.lcsc.com/product-detail/C14663.html
C87,CC0603KRX7R9BB104,C14663,5,JLC matching pending,Catalog identity checked; verify effective capacitance under DC bias,https://www.lcsc.com/product-detail/C14663.html
C88,CL21A106KAYNNNE,C15850,5,JLC matching pending,Reuses existing 10uF output capacitor selection; DC bias and order stock require review,https://www.lcsc.com/product-detail/C15850.html
C89,CL10A105KB8NNNC,C15849,5,JLC matching pending,Reuses existing 1uF input capacitor selection; DC bias and order stock require review,https://www.lcsc.com/product-detail/C15849.html
D1,SMBJ12A,C151251,5,JLC matching pending,Catalog MPN verified 2026-09-08; stock and assembly quote must be refreshed,https://www.lcsc.com/product-detail/C151251.html
D2,SMBJ6.0A,C83270,5,JLC matching pending,Catalog MPN verified 2026-09-08; stock and assembly quote must be refreshed,https://www.lcsc.com/product-detail/C83270.html
D3,BAT54-7-F,C106920,5,JLC matching pending,Catalog MPN verified 2026-09-08; stock and assembly quote must be refreshed,https://www.lcsc.com/product-detail/C106920.html
D4,BAT54-7-F,C106920,5,JLC matching pending,Catalog MPN verified 2026-09-08; stock and assembly quote must be refreshed,https://www.lcsc.com/product-detail/C106920.html
D5,SK6805-EC15,C2890035,5,JLC matching pending,Standard PCBA only; confirm SK6805-EC15-001 A1 lot/timing before order,https://www.lcsc.com/product-detail/C2890035.html
J1,TYPE-C-31-M-12,C165948,5,JLC matching pending,LCSC listing verified; JLC stock check pending,https://www.lcsc.com/product-detail/C165948.html
J2,B2B-PH-SM4-TBT(LF)(SN),C265003,5,JLC matching pending,JLCPCB catalog verified; stock/quote refresh required,https://jlcpcb.com/partdetail/JST-B2B_PH_SM4_TBT_LF_SN/C265003
J3,B2B-PH-SM4-TBT(LF)(SN),C265003,5,JLC matching pending,JLCPCB catalog verified; stock/quote refresh required,https://jlcpcb.com/partdetail/JST-B2B_PH_SM4_TBT_LF_SN/C265003
J4,B2B-PH-SM4-TBT(LF)(SN),C265003,5,JLC matching pending,JLCPCB catalog verified; stock/quote refresh required,https://jlcpcb.com/partdetail/JST-B2B_PH_SM4_TBT_LF_SN/C265003
J6,SM08B-SRSS-TB(LF)(SN),C160407,5,JLC matching pending,JLCPCB SMT listing checked 2026-09-09; order stock and harness fit need confirmation,https://www.lcsc.com/product-detail/C160407.html
J8,FH12-30S-0.5SH(55),C506793,5,JLC matching pending,Catalog identity checked; stock and assembly quote not reserved,https://jlcpcb.com/partdetail/C506793
J10,SM02B-PASS-TB(LF)(SN),C495198,5,JLC matching pending,Catalog identity checked; stock and assembly quote not reserved,https://jlcpcb.com/partdetail/C495198
L1,SWPA4020S3R3MT,C83424,5,JLC matching pending,Catalog MPN verified 2026-09-08; stock and assembly quote must be refreshed,https://www.lcsc.com/product-detail/C83424.html
Q1,2N7002,C8545,5,JLC matching pending,Catalog MPN verified 2026-09-08; stock and assembly quote must be refreshed,https://www.lcsc.com/product-detail/C8545.html
Q2,2N7002,C8545,5,JLC matching pending,Catalog MPN verified 2026-09-08; stock and assembly quote must be refreshed,https://www.lcsc.com/product-detail/C8545.html
Q3,2N7002,C8545,5,JLC matching pending,Catalog MPN verified 2026-09-08; stock and assembly quote must be refreshed,https://www.lcsc.com/product-detail/C8545.html
R3,0603WAF1002T5E,C25804,5,JLC matching pending,LCSC listing verified; JLC stock check pending,https://www.lcsc.com/product-detail/C25804.html
R4,0603WAF1002T5E,C25804,5,JLC matching pending,LCSC listing verified; JLC stock check pending,https://www.lcsc.com/product-detail/C25804.html
R5,0603WAF330JT5E,C23140,5,JLC matching pending,Corrected catalog mismatch: C23140 is 33 ohm; C23138 is 330 ohm,https://jlcpcb.com/partdetail/C23140
R6,0603WAF330JT5E,C23140,5,JLC matching pending,Corrected catalog mismatch: C23140 is 33 ohm; C23138 is 330 ohm,https://jlcpcb.com/partdetail/C23140
R7,0603WAF1002T5E,C25804,5,JLC matching pending,LCSC listing verified; JLC stock check pending,https://www.lcsc.com/product-detail/C25804.html
R8,0603WAF1002T5E,C25804,5,JLC matching pending,LCSC listing verified; JLC stock check pending,https://www.lcsc.com/product-detail/C25804.html
R9,0603WAF1002T5E,C25804,5,JLC matching pending,LCSC listing verified; JLC stock check pending,https://www.lcsc.com/product-detail/C25804.html
R10,0603WAF1002T5E,C25804,5,JLC matching pending,LCSC listing verified; JLC stock check pending,https://www.lcsc.com/product-detail/C25804.html
R11,0603WAF1002T5E,C25804,5,JLC matching pending,LCSC listing verified; JLC stock check pending,https://www.lcsc.com/product-detail/C25804.html
R12,0603WAF3301T5E,C22978,5,JLC matching pending,LCSC listing verified; JLC stock check pending,https://www.lcsc.com/product-detail/C22978.html
R14,0603WAF1002T5E,C25804,5,JLC matching pending,LCSC listing verified; JLC stock check pending,https://www.lcsc.com/product-detail/C25804.html
R15,0603WAF1002T5E,C25804,5,JLC matching pending,LCSC listing verified; JLC stock check pending,https://www.lcsc.com/product-detail/C25804.html
R16,0603WAF1002T5E,C25804,5,JLC matching pending,LCSC listing verified; JLC stock check pending,https://www.lcsc.com/product-detail/C25804.html
R17,0603WAF1002T5E,C25804,5,JLC matching pending,LCSC listing verified; JLC stock check pending,https://www.lcsc.com/product-detail/C25804.html
R18,0603WAF3301T5E,C22978,5,JLC matching pending,LCSC listing verified; JLC stock check pending,https://www.lcsc.com/product-detail/C22978.html
R20,0603WAF1002T5E,C25804,5,JLC matching pending,LCSC listing verified; JLC stock check pending,https://www.lcsc.com/product-detail/C25804.html
R21,0603WAF1002T5E,C25804,5,JLC matching pending,LCSC listing verified; JLC stock check pending,https://www.lcsc.com/product-detail/C25804.html
R22,0603WAF1002T5E,C25804,5,JLC matching pending,LCSC listing verified; JLC stock check pending,https://www.lcsc.com/product-detail/C25804.html
R23,0603WAF1002T5E,C25804,5,JLC matching pending,LCSC listing verified; JLC stock check pending,https://www.lcsc.com/product-detail/C25804.html
R24,0603WAF3301T5E,C22978,5,JLC matching pending,LCSC listing verified; JLC stock check pending,https://www.lcsc.com/product-detail/C22978.html
R25,0603WAF8873T5E,C23259,5,JLC matching pending,LCSC listing verified; JLC stock check pending,https://www.lcsc.com/product-detail/C23259.html
R26,0603WAF1003T5E,C25803,5,JLC matching pending,LCSC listing verified; JLC stock check pending,https://www.lcsc.com/product-detail/C25803.html
R27,0603WAF1003T5E,C25803,5,JLC matching pending,LCSC listing verified; JLC stock check pending,https://www.lcsc.com/product-detail/C25803.html
R28,0603WAF1001T5E,C21190,5,JLC matching pending,LCSC listing verified; JLC stock check pending,https://www.lcsc.com/product-detail/C21190.html
R29,0603WAF2212T5E,C25961,5,JLC matching pending,LCSC listing verified; JLC stock check pending,https://www.lcsc.com/product-detail/C25961.html
R30,0603WAF1002T5E,C25804,5,JLC matching pending,LCSC listing verified; JLC stock check pending,https://www.lcsc.com/product-detail/C25804.html
R31,0603WAF1003T5E,C25803,5,JLC matching pending,LCSC listing verified; JLC stock check pending,https://www.lcsc.com/product-detail/C25803.html
R32,0603WAF1003T5E,C25803,5,JLC matching pending,LCSC listing verified; JLC stock check pending,https://www.lcsc.com/product-detail/C25803.html
R33,0603WAF1003T5E,C25803,5,JLC matching pending,LCSC listing verified; JLC stock check pending,https://www.lcsc.com/product-detail/C25803.html
R34,0603WAF1003T5E,C25803,5,JLC matching pending,LCSC listing verified; JLC stock check pending,https://www.lcsc.com/product-detail/C25803.html
R35,0603WAF1003T5E,C25803,5,JLC matching pending,LCSC listing verified; JLC stock check pending,https://www.lcsc.com/product-detail/C25803.html
R36,0603WAF1003T5E,C25803,5,JLC matching pending,LCSC listing verified; JLC stock check pending,https://www.lcsc.com/product-detail/C25803.html
R37,0603WAF1003T5E,C25803,5,JLC matching pending,LCSC listing verified; JLC stock check pending,https://www.lcsc.com/product-detail/C25803.html
R38,0603WAF1003T5E,C25803,5,JLC matching pending,LCSC listing verified; JLC stock check pending,https://www.lcsc.com/product-detail/C25803.html
R39,0603WAF1003T5E,C25803,5,JLC matching pending,LCSC listing verified; JLC stock check pending,https://www.lcsc.com/product-detail/C25803.html
R40,0603WAF1003T5E,C25803,5,JLC matching pending,LCSC listing verified; JLC stock check pending,https://www.lcsc.com/product-detail/C25803.html
R41,0603WAF2212T5E,C25961,5,JLC matching pending,LCSC listing verified; JLC stock check pending,https://www.lcsc.com/product-detail/C25961.html
R42,0603WAF3301T5E,C22978,5,JLC matching pending,LCSC listing verified; JLC stock check pending,https://www.lcsc.com/product-detail/C22978.html
R43,0603WAF3301T5E,C22978,5,JLC matching pending,LCSC listing verified; JLC stock check pending,https://www.lcsc.com/product-detail/C22978.html
R44,0603WAF1001T5E,C21190,5,JLC matching pending,LCSC listing verified; JLC stock check pending,https://www.lcsc.com/product-detail/C21190.html
R45,0603WAF1001T5E,C21190,5,JLC matching pending,LCSC listing verified; JLC stock check pending,https://www.lcsc.com/product-detail/C21190.html
R46,0603WAF1002T5E,C25804,5,JLC matching pending,LCSC listing verified; JLC stock check pending,https://www.lcsc.com/product-detail/C25804.html
R47,0603WAF1002T5E,C25804,5,JLC matching pending,LCSC listing verified; JLC stock check pending,https://www.lcsc.com/product-detail/C25804.html
R48,0603WAF1002T5E,C25804,5,JLC matching pending,LCSC listing verified; JLC stock check pending,https://www.lcsc.com/product-detail/C25804.html
R49,0603WAF1002T5E,C25804,5,JLC matching pending,LCSC listing verified; JLC stock check pending,https://www.lcsc.com/product-detail/C25804.html
R50,0603WAF1002T5E,C25804,5,JLC matching pending,LCSC listing verified; JLC stock check pending,https://www.lcsc.com/product-detail/C25804.html
R51,0603WAF1002T5E,C25804,5,JLC matching pending,LCSC listing verified; JLC stock check pending,https://www.lcsc.com/product-detail/C25804.html
R52,0603WAF1002T5E,C25804,5,JLC matching pending,LCSC listing verified; JLC stock check pending,https://www.lcsc.com/product-detail/C25804.html
R53,0603WAF1002T5E,C25804,5,JLC matching pending,LCSC listing verified; JLC stock check pending,https://www.lcsc.com/product-detail/C25804.html
R54,0603WAF1002T5E,C25804,5,JLC matching pending,LCSC listing verified; JLC stock check pending,https://www.lcsc.com/product-detail/C25804.html
R55,0603WAF1002T5E,C25804,5,JLC matching pending,LCSC listing verified; JLC stock check pending,https://www.lcsc.com/product-detail/C25804.html
R56,0603WAF3301T5E,C22978,5,JLC matching pending,LCSC listing verified; JLC stock check pending,https://www.lcsc.com/product-detail/C22978.html
R57,0603WAF3301T5E,C22978,5,JLC matching pending,LCSC listing verified; JLC stock check pending,https://www.lcsc.com/product-detail/C22978.html
R58,0603WAF330JT5E,C23140,5,JLC matching pending,Corrected catalog mismatch: C23140 is 33 ohm; C23138 is 330 ohm,https://jlcpcb.com/partdetail/C23140
R59,0603WAF4701T5E,C23162,5,JLC matching pending,LCSC listing verified; JLC stock check pending,https://www.lcsc.com/product-detail/C23162.html
R60,0603WAF3301T5E,C22978,5,JLC matching pending,LCSC listing verified; JLC stock check pending,https://www.lcsc.com/product-detail/C22978.html
R61,0603WAF1002T5E,C25804,5,JLC matching pending,LCSC listing verified; JLC stock check pending,https://www.lcsc.com/product-detail/C25804.html
R62,0603WAF1003T5E,C25803,5,JLC matching pending,LCSC listing verified; JLC stock check pending,https://www.lcsc.com/product-detail/C25803.html
R63,0603WAF1003T5E,C25803,5,JLC matching pending,LCSC listing verified; JLC stock check pending,https://www.lcsc.com/product-detail/C25803.html
R64,0603WAF1001T5E,C21190,5,JLC matching pending,LCSC listing verified; JLC stock check pending,https://www.lcsc.com/product-detail/C21190.html
R65,0603WAF2212T5E,C25961,5,JLC matching pending,LCSC listing verified; JLC stock check pending,https://www.lcsc.com/product-detail/C25961.html
R66,0603WAF1003T5E,C25803,5,JLC matching pending,LCSC listing verified; JLC stock check pending,https://www.lcsc.com/product-detail/C25803.html
R67,0603WAF1003T5E,C25803,5,JLC matching pending,LCSC listing verified; JLC stock check pending,https://www.lcsc.com/product-detail/C25803.html
R68,0603WAF2212T5E,C25961,5,JLC matching pending,LCSC listing verified; JLC stock check pending,https://www.lcsc.com/product-detail/C25961.html
R69,0603WAF1001T5E,C21190,5,JLC matching pending,LCSC listing verified; JLC stock check pending,https://www.lcsc.com/product-detail/C21190.html
R70,0603WAF1002T5E,C25804,5,JLC matching pending,LCSC listing verified; JLC stock check pending,https://www.lcsc.com/product-detail/C25804.html
R71,0603WAF1003T5E,C25803,5,JLC matching pending,LCSC listing verified; JLC stock check pending,https://www.lcsc.com/product-detail/C25803.html
R72,0603WAF1002T5E,C25804,5,JLC matching pending,Reuses catalog selection verified 2026-09-08; refresh stock before order,https://www.lcsc.com/product-detail/C25804.html
R73,0603WAF1002T5E,C25804,5,JLC matching pending,Reuses catalog selection verified 2026-09-08; refresh stock before order,https://www.lcsc.com/product-detail/C25804.html
R74,0603WAF1002T5E,C25804,5,JLC matching pending,Reuses catalog selection verified 2026-09-08; refresh stock before order,https://www.lcsc.com/product-detail/C25804.html
R75,0603WAF1002T5E,C25804,5,JLC matching pending,Reuses catalog selection verified 2026-09-08; refresh stock before order,https://www.lcsc.com/product-detail/C25804.html
R76,0603WAF1002T5E,C25804,5,JLC matching pending,Reuses catalog selection verified 2026-09-08; refresh stock before order,https://www.lcsc.com/product-detail/C25804.html
R77,0603WAF1002T5E,C25804,5,JLC matching pending,Reuses catalog selection verified 2026-09-08; refresh stock before order,https://www.lcsc.com/product-detail/C25804.html
R78,0603WAF1002T5E,C25804,5,JLC matching pending,Reuses catalog selection verified 2026-09-08; refresh stock before order,https://www.lcsc.com/product-detail/C25804.html
R79,0603WAF1002T5E,C25804,5,JLC matching pending,Reuses catalog selection verified 2026-09-08; refresh stock before order,https://www.lcsc.com/product-detail/C25804.html
R80,0603WAF1002T5E,C25804,5,JLC matching pending,Reuses catalog selection verified 2026-09-08; refresh stock before order,https://www.lcsc.com/product-detail/C25804.html
R99,0603WAF1002T5E,C25804,5,JLC matching pending,Catalog identity checked; refresh stock/quote before order,https://www.lcsc.com/product-detail/C25804.html
R101,0603WAF1003T5E,C25803,5,JLC matching pending,Catalog identity checked; refresh stock/quote before order,https://www.lcsc.com/product-detail/C25803.html
R110,0603WAF1003T5E,C25803,5,JLC matching pending,Catalog identity checked; refresh stock/quote before order,https://www.lcsc.com/product-detail/C25803.html
R125,0603WAF0000T5E,C21189,5,JLC matching pending,Explicit QOD-to-output discharge link per TPS22919 reference circuit,https://www.lcsc.com/product-detail/C21189.html
R126,0603WAF1002T5E,C25804,5,JLC matching pending,Catalog identity checked; refresh stock before order,https://www.lcsc.com/product-detail/C25804.html
R127,0603WAF1002T5E,C25804,5,JLC matching pending,Catalog identity checked; refresh stock before order,https://www.lcsc.com/product-detail/C25804.html
R128,0603WAF3300T5E,C23138,5,JLC matching pending,Catalog identity checked; refresh stock before order,https://www.lcsc.com/product-detail/C23138.html
R129,0603WAF1003T5E,C25803,5,JLC matching pending,Catalog identity checked; refresh stock before order,https://www.lcsc.com/product-detail/C25803.html
R130,0603WAF1002T5E,C25804,5,JLC matching pending,Catalog identity checked; refresh stock before order,https://www.lcsc.com/product-detail/C25804.html
R131,0603WAF1002T5E,C25804,5,JLC matching pending,LCSC listing verified; JLC stock check pending,https://www.lcsc.com/product-detail/C25804.html
R132,0603WAF390JT5E,C23154,5,JLC matching pending,LCSC listing verified; JLC stock check pending,https://www.lcsc.com/product-detail/C23154.html
R133,0603WAF1003T5E,C25803,5,JLC matching pending,LCSC listing verified; JLC stock check pending,https://www.lcsc.com/product-detail/C25803.html
R134,0603WAF1003T5E,C25803,5,JLC matching pending,LCSC listing verified; JLC stock check pending,https://www.lcsc.com/product-detail/C25803.html
R135,0603WAF1002T5E,C25804,5,JLC matching pending,LCSC listing verified; JLC stock check pending,https://www.lcsc.com/product-detail/C25804.html
R136,0603WAF1003T5E,C25803,5,JLC matching pending,LCSC listing verified; JLC stock check pending,https://www.lcsc.com/product-detail/C25803.html
R141,0603WAF3302T5E,C4216,5,JLC matching pending,Catalog identity checked; stock and assembly quote not reserved,https://jlcpcb.com/partdetail/C4216
R142,0603WAF3302T5E,C4216,5,JLC matching pending,Catalog identity checked; stock and assembly quote not reserved,https://jlcpcb.com/partdetail/C4216
R143,0603WAF3302T5E,C4216,5,JLC matching pending,Catalog identity checked; stock and assembly quote not reserved,https://jlcpcb.com/partdetail/C4216
SW1,TS-1088-AR02016,C720477,5,JLC matching pending,JLCPCB catalog verified; stock/quote refresh required,https://jlcpcb.com/partdetail/XUNPU-TS_1088AR02016/C720477
SW2,TS-1088-AR02016,C720477,5,JLC matching pending,JLCPCB catalog verified; stock/quote refresh required,https://jlcpcb.com/partdetail/XUNPU-TS_1088AR02016/C720477
U1,TPD2EUSB30DRTR,C97502,5,JLC matching pending,JLCPCB catalog verified; stock/quote refresh required,https://jlcpcb.com/partdetail/TexasInstruments-TPD2EUSB30DRTR/C97502
U2,TPS62162DSGR,C40256,5,JLC matching pending,Catalog MPN verified 2026-09-08; stock and assembly quote must be refreshed,https://www.lcsc.com/product-detail/C40256.html
U3,ESP32-S3-MINI-1-N8,C2913206,5,JLC matching pending,LCSC listing verified; JLC stock check pending,https://www.lcsc.com/product-detail/C2913206.html
U4,DRV8231ADSGR,C5139865,5,JLC matching pending,JLCPCB listing verified; stock/quote pending,https://www.lcsc.com/product-detail/C5139865.html
U5,DRV8231ADSGR,C5139865,5,JLC matching pending,JLCPCB listing verified; stock/quote pending,https://www.lcsc.com/product-detail/C5139865.html
U6,DRV8231ADSGR,C5139865,5,JLC matching pending,JLCPCB listing verified; stock/quote pending,https://www.lcsc.com/product-detail/C5139865.html
U7,TMAG5253BA2IQDMRR,C35414983,5,JLC matching pending,JLCPCB catalog verified; stock/quote refresh required,https://jlcpcb.com/partdetail/37141530-TMAG5253BA2IQDMRR/C35414983
U8,TMAG5253BA2IQDMRR,C35414983,5,JLC matching pending,JLCPCB catalog verified; stock/quote refresh required,https://jlcpcb.com/partdetail/37141530-TMAG5253BA2IQDMRR/C35414983
U9,TMAG5253BA2IQDMRR,C35414983,5,JLC matching pending,JLCPCB catalog verified; stock/quote refresh required,https://jlcpcb.com/partdetail/37141530-TMAG5253BA2IQDMRR/C35414983
U10,ADS7038IRTER,C2871580,5,JLC matching pending,JLCPCB catalog verified; stock/quote refresh required,https://jlcpcb.com/partdetail/C2871580
U11,TUSB320LAIRWBR,C132554,5,JLC matching pending,Catalog MPN verified 2026-09-08; stock and assembly quote must be refreshed,https://www.lcsc.com/product-detail/C132554.html
U12,TPS259470LRPWR,C3662793,5,JLC matching pending,Catalog MPN verified 2026-09-08; stock and assembly quote must be refreshed,https://www.lcsc.com/product-detail/C3662793.html
U13,TPS259470LRPWR,C3662793,5,JLC matching pending,Catalog MPN verified 2026-09-08; stock and assembly quote must be refreshed,https://www.lcsc.com/product-detail/C3662793.html
