Via,UUID,KiCad X mm,KiCad Y mm,Gerber/CPL X mm,Gerber/CPL Y mm,Drill mm,Diameter mm,Net,SMD pad drill overlap
V0200,1da7bcbe-dba5-48d8-874a-33e2a944d386,27.15,86.5,27.15,-86.5,0.2,0.45,ACT_REQ,
V0201,89ffaf53-d097-4d7d-ae24-f5b29a8b52e2,27.2,90.05,27.2,-90.05,0.2,0.45,+3V3,
V0202,3083f52d-9080-4966-8c8b-12f569832d75,27.25,68.45,27.25,-68.45,0.2,0.45,OPT_1V9,
V0203,b605b7aa-ec92-44c4-944d-9768ce74af83,27.3,43.1,27.3,-43.1,0.2,0.45,ENC_MOSI_LOCAL,U29.6@F.Cu
V0204,11a259b2-77d7-4cd7-8266-184dabc15d6a,27.3,51.75,27.3,-51.75,0.2,0.45,BTN_M_ISENSE,
V0205,ccf95519-df66-49cd-aff1-bfb3ac00fea8,27.3,81.85,27.3,-81.85,0.2,0.45,CS_IMU,
V0206,e04ea613-a7fe-44a0-9797-db3bb10ecf3d,27.35,45.65,27.35,-45.65,0.2,0.45,SPI_MOSI,
V0207,4ecd8dfd-c0ae-432a-aab5-490730dd23be,27.4,63.2,27.4,-63.2,0.3,0.6,ACT_5V,
V0208,0c0199c4-26d3-41a5-ab4b-d49ee5779825,27.4,67.85,27.4,-67.85,0.2,0.45,GND,
V0209,e3ca5efe-1f12-449a-b747-b12a0a881d60,27.5,20.5,27.5,-20.5,0.2,0.45,ENC_MOSI_LOCAL,J6.5@F.Cu
V0210,5cb91b48-8f27-4aee-b08f-d682b9601a73,27.5,35.75,27.5,-35.75,0.2,0.45,ENC_CS_LOCAL,
V0211,6cc939dc-fadf-45db-b1a6-b4fdf8f67b7d,27.55,23.9,27.55,-23.9,0.3,0.6,GND,
V0212,c6e8146d-b28b-40ba-bc63-d92543a8ef92,27.55,92.9,27.55,-92.9,0.2,0.45,UART_RX,
V0213,371a00f0-a5b1-4502-bd45-d158d761b95e,27.7,79.45,27.7,-79.45,0.2,0.45,+3V3,
V0214,507b787b-9473-45ab-923a-241664754970,27.7,91.1,27.7,-91.1,0.2,0.45,CS_DRV8316,
V0215,e52c5a30-c1db-411e-8ba1-0660c6bfb902,27.75,41.15,27.75,-41.15,0.2,0.45,SPI_SCLK,
V0216,dcc5076b-a6d6-4816-8456-2ba87426e84d,27.75,81.4,27.75,-81.4,0.2,0.45,CS_DRV8316,
V0217,2a0defba-e918-460e-9ab3-353f0a10a068,27.8,41.85,27.8,-41.85,0.3,0.6,SOURCE_3A,
V0218,c55e217b-63ef-486f-a0ab-cfb63ef8f9ca,27.8,67.15,27.8,-67.15,0.2,0.45,+3V3,
V0219,c0fe1c85-236d-4b57-a722-9ad0e413d717,27.8657,82.4157,27.8657,-82.4157,0.2,0.45,GND,
V0220,bde1e4ed-5797-4153-b06e-5363687eee1c,28.2,73.0,28.2,-73.0,0.2,0.45,GND,
V0221,119953d5-c21b-4e9a-83da-74ec16d250b0,28.3,72.05,28.3,-72.05,0.2,0.45,SPI_MISO,
V0222,78ba6872-5481-4bfd-a4ae-0f07127e2bbf,28.3,74.35,28.3,-74.35,0.2,0.45,DRV_FAULT_N,
V0223,25d675ca-c2ee-44c6-9211-4d6027720715,28.35,89.4,28.35,-89.4,0.2,0.45,+3V3,
V0224,7a5961cc-2c9f-4b24-8194-3442563355d1,28.4265,91.1433,28.4265,-91.1433,0.2,0.45,GND,
V0225,cc1f42fa-b972-4627-8023-90729b39efed,28.5,71.15,28.5,-71.15,0.2,0.45,OPT_3V3,
V0226,1a7b35d5-e6a1-4fe0-b586-3f7602cff653,28.5,76.45,28.5,-76.45,0.2,0.45,GND,C77.2@F.Cu
V0227,31fabe67-7ee0-46fc-adda-841041570072,28.55,92.75,28.55,-92.75,0.2,0.45,DRV_FAULT_N,
V0228,c512111a-9920-45ee-988f-1468c94399ea,28.6,36.15,28.6,-36.15,0.2,0.45,USB_IMON_BUF,
V0229,c4977f10-b8fa-4c38-b373-5c2d93ddaeed,28.7,43.1,28.7,-43.1,0.2,0.45,GND,
V0230,c8cd58fb-30a0-45b7-8180-3215ef33d213,28.7,48.55,28.7,-48.55,0.2,0.45,CS_MA735,
V0231,e4ed7733-00e7-49b3-a397-fa91c985356e,28.75,51.6,28.75,-51.6,0.2,0.45,BTN_M_ISENSE,
V0232,1f3b3527-4eb7-4757-8da4-289bc37973a8,28.75,80.9,28.75,-80.9,0.2,0.45,CS_PAW,R72.2@F.Cu;TP16.1@B.Cu
V0233,944cb0d6-52e0-41d6-b3d8-3d878e9294ac,28.75,83.05,28.75,-83.05,0.2,0.45,+3V3,R72.1@F.Cu
V0234,f0dd4b7a-2080-42fb-8335-27ec8c31fb1e,28.85,34.35,28.85,-34.35,0.3,0.6,+3V3,
V0235,91005146-45ce-4e53-b8e6-1454cb7a7a50,28.95,66.65,28.95,-66.65,0.2,0.45,OPT_3V3,
V0236,cb8307f7-c33e-43b0-8b5e-3123292def1e,29.0,21.6,29.0,-21.6,0.2,0.45,GND,
V0237,50749437-f909-4630-8b2b-29c83779b64b,29.1,84.35,29.1,-84.35,0.2,0.45,+3V3,
V0238,66abf3c6-a4c6-4e62-9565-5fe03dc08680,29.1,87.55,29.1,-87.55,0.2,0.45,CS_IMU,
V0239,00db29b4-3eed-432b-a450-584d3ccbd195,29.15,65.0,29.15,-65.0,0.2,0.45,GND,U36.2@F.Cu
V0240,88579c31-a53e-4e8c-a524-92883ba4d078,29.15,78.0,29.15,-78.0,0.2,0.45,GND,
V0241,dcc1a2d2-f097-4e7e-a769-919caaf55924,29.2,20.5,29.2,-20.5,0.2,0.45,ENC_SCLK_LOCAL,J6.3@F.Cu
V0242,c532e5ac-1ecc-4d9e-b473-67120b615619,29.3,86.0,29.3,-86.0,0.2,0.45,GND,R48.2@F.Cu
V0243,62175de9-f065-4100-a5f0-79621240fee5,29.4,90.75,29.4,-90.75,0.2,0.45,CS_MA735,
V0244,eaad5488-e780-4838-932f-90c04fc0c643,29.4,93.0,29.4,-93.0,0.2,0.45,PAW_MOTION_N,
V0245,20c6c897-1dec-471e-a404-1c0076c2b513,29.55,51.6,29.55,-51.6,0.2,0.45,GND,
V0246,a53f05dc-c12d-4811-9d6f-a48e912ef52e,30.0,71.15,30.0,-71.15,0.2,0.45,GND,
V0247,5c1a5350-5ca6-495b-b61c-23d82fda0053,30.0,93.2,30.0,-93.2,0.2,0.45,IMU_INT1,
V0248,07836f32-08b6-427b-ba4c-bb676932a3e3,30.0,101.5,30.0,-101.5,0.2,0.45,HALL_EN,
V0249,07bbc0b9-d469-4e0a-a967-43af7525353f,30.1,43.4,30.1,-43.4,0.3,0.6,+3V3,
V0250,482b0026-a356-4793-8cc2-bdd1000e2299,30.1,66.849999,30.1,-66.849999,0.2,0.45,SPI_MISO,
V0251,913edea6-c3c4-48ae-a985-e63258d74993,30.2,86.45,30.2,-86.45,0.2,0.45,ACT_REQ,
V0252,01b6dd02-210f-47a6-9545-f024dc437da2,30.5,21.7,30.5,-21.7,0.2,0.45,GND,
V0253,5fc5944a-02fb-4a09-a607-9bd9be05cc96,30.55,34.35,30.55,-34.35,0.3,0.6,GND,
V0254,ae724758-22fc-4d56-86f7-b73b452949be,30.55,71.9,30.55,-71.9,0.2,0.45,OPT_3V3,
V0255,30d45d6d-edfa-4990-9d42-359fe9f24c36,30.55,81.7,30.55,-81.7,0.2,0.45,BOOT,
V0256,3a62e2e0-e802-4068-bf43-47f1b5546978,30.6,40.0,30.6,-40.0,0.2,0.45,GND,
V0257,3fa1782e-e9fb-4fba-8fe4-e69df43cc08e,30.6,71.25,30.6,-71.25,0.2,0.45,CS_MA735,
V0258,3f82b858-cb20-40ef-aadc-63594ebcebdc,30.7,52.6,30.7,-52.6,0.2,0.45,CS_MA735,
V0259,bab55c35-8194-4532-b28d-6f04964576c6,30.9,83.9,30.9,-83.9,0.2,0.45,OPT_CTRL,
V0260,280b47a3-a3bf-44cb-9a26-cd0e66611d7c,30.95,56.4,30.95,-56.4,0.2,0.45,OPT_3V3,
V0261,5786b44f-738c-4aa4-82d8-e7dff041f21a,31.0,94.95,31.0,-94.95,0.2,0.45,CC_OUT2,
V0262,7731b7b2-2f35-4ae1-83d2-9163c041915c,31.0343,78.3343,31.0343,-78.3343,0.2,0.45,GND,
V0263,d42200a9-a98f-432c-b2ac-25570de9b3bc,31.15,64.55,31.15,-64.55,0.2,0.45,PAW_MOTION_N,
V0264,75369f2e-8fa0-4728-bba2-e4a7efda59e3,31.15,68.4,31.15,-68.4,0.2,0.45,ADC_CS,
V0265,494c2872-f2a6-4c38-8706-f9ab5ad8ba2e,31.2,61.8,31.2,-61.8,0.2,0.45,GND,
V0266,7d06321d-4b11-40d9-b439-2f9467df87ae,31.3,30.25,31.3,-30.25,0.3,0.6,HALL_EN,
V0267,6210ee27-5442-4f50-80a7-a6a23f3e30f5,31.3,53.8,31.3,-53.8,0.3,0.6,ACT_5V,
V0268,0bab4ac6-9db9-44d7-912d-d6cd5b06265f,31.3,99.1,31.3,-99.1,0.3,0.6,BTN_M_CMD2,
V0269,d96ab212-de2c-4f08-9773-69d8cfefd884,31.35,23.25,31.35,-23.25,0.2,0.45,ENC_3V3,
V0270,47b978b9-ba0a-4223-b96f-8fc7b5f1c66b,31.35,26.4,31.35,-26.4,0.2,0.45,ENC_CS_LOCAL,
V0271,73e670dc-20f1-4edc-91a0-66701bdf3d78,31.35,65.375,31.35,-65.375,0.2,0.45,GND,
V0272,00645e67-d483-4ecb-b6e1-0e6446ecc811,31.4,89.0,31.4,-89.0,0.3,0.6,ACT_REQ,
V0273,67334832-e236-4da6-b4a1-2753a38c9c0a,31.5,27.1,31.5,-27.1,0.3,0.6,CC_OUT2,
V0274,2fef9688-ee19-4da8-a19e-3dd876ddd706,31.55,93.75,31.55,-93.75,0.2,0.45,PAW_MOTION_N,
V0275,c3edab15-4d8e-464f-b780-f77144b35162,31.55,96.05,31.55,-96.05,0.2,0.45,UART_TX,
V0276,75c39081-d02e-4b33-abdd-68c82349322f,31.6,78.9,31.6,-78.9,0.2,0.45,ADC_CS,R7.2@F.Cu
V0277,81e90aed-60b2-4667-b233-b0e24b2a6e3a,31.65,90.3,31.65,-90.3,0.2,0.45,+3V3,
V0278,5a7e2b57-6700-49e3-88fb-5ebf31636ddb,31.65,91.55,31.65,-91.55,0.2,0.45,PAW_MOTION_N,TP26.1@B.Cu
V0279,fb5b585f-8bd2-4a66-bc42-214af9c25474,31.7,94.95,31.7,-94.95,0.3,0.6,ACT_PERMIT,
V0280,6ccae2dc-e6b0-4842-bd7c-8feaeef1a45d,31.95,32.55,31.95,-32.55,0.3,0.6,GND,
V0281,6b99b8c9-399f-4680-bbb8-ff597143df7a,32.0,88.0,32.0,-88.0,0.2,0.45,GND,TP15.1@B.Cu
V0282,95c429d2-9bde-4551-b694-e0ac1178554c,32.1,52.5,32.1,-52.5,0.2,0.45,OPT_3V3,
V0283,18b4f4fc-e3a2-45c9-8cb7-1ae7b8f36b17,32.1,99.8,32.1,-99.8,0.3,0.6,GND,
V0284,15f68d44-e4e9-4344-967b-f84ef417afa2,32.1,103.4,32.1,-103.4,0.3,0.6,GND,
V0285,b65b6a41-17b9-45b0-8c28-43dc6aa70d2e,32.15,26.45,32.15,-26.45,0.3,0.6,HALL_EN,
V0286,22760809-beed-44d8-9c05-db881705be80,32.2,93.85,32.2,-93.85,0.2,0.45,PAW_MOTION_N,
V0287,0e92c354-14b7-47b4-89d3-0c2274901910,32.25,39.3,32.25,-39.3,0.2,0.45,ENC_3V3,
V0288,0b20bed0-5b2c-47ac-95f5-6f67acd1ed27,32.25,90.15,32.25,-90.15,0.2,0.45,CS_ADC2,
V0289,0878f40c-1e30-4eca-8e20-c633da722272,32.35,57.25,32.35,-57.25,0.2,0.45,GND,
V0290,aab08b15-5447-42a5-b864-8ad252eeda10,32.35,83.05,32.35,-83.05,0.2,0.45,UART_RX,
V0291,2c069d59-ee6e-4571-9c11-66d67d6de62c,32.35,102.6,32.35,-102.6,0.2,0.45,MCU_EN,
V0292,2ce18cca-edc6-4015-b1a8-cb7f60a36804,32.4,64.15,32.4,-64.15,0.2,0.45,OPT_SCLK,
V0293,c175869c-907f-4a28-adba-2fe5d7848d23,32.5,53.0,32.5,-53.0,0.2,0.45,GND,
V0294,71e69fc3-4d9f-4aa9-ade6-1c0cbcce1337,32.6,65.375,32.6,-65.375,0.2,0.45,OPT_SCLK,R133.2@F.Cu
V0295,c4bc54ca-2202-4729-a18c-e0ef3bb182c5,32.6,69.1,32.6,-69.1,0.2,0.45,GND,
V0296,00f0e5d6-387d-48f2-ae51-de0e738d4d30,32.65,76.3,32.65,-76.3,0.2,0.45,OPT_LED_P,
V0297,6551e1e6-6b66-4b4b-ae85-2432b26acecd,32.65,95.45,32.65,-95.45,0.2,0.45,DRV_FAULT_N,U3.37@F.Cu
V0298,7693b16c-be0c-48b6-b4c5-d02dc9a55246,32.799999,72.4,32.799999,-72.4,0.2,0.45,OPT_3V3,
V0299,6eb4fb4c-fae4-41a1-aeef-b592af6ad05f,32.9,60.85,32.9,-60.85,0.2,0.45,DRV_FAULT_N,
V0300,53e0d0cf-aa33-4e92-ae9e-d5f3104a41bb,33.0,23.25,33.0,-23.25,0.2,0.45,ENC_CS_LOCAL,
V0301,b1dfe3a5-c6f6-42bc-b6e5-72d37aeaa887,33.0,25.55,33.0,-25.55,0.3,0.6,GND,
V0302,c309df6d-49b4-4ed8-8c81-4cd006b03760,33.0,34.35,33.0,-34.35,0.3,0.6,GND,
V0303,f3f7f313-f081-4dca-86fe-bc3d7b25b02d,33.0,88.6,33.0,-88.6,0.3,0.6,GND,
V0304,75634f22-1349-40d3-9aa5-0b6f4b000128,33.15,69.4,33.15,-69.4,0.2,0.45,OPT_MOSI,
V0305,5fe70a55-3a3f-41e6-84b1-4a325b94e4fa,33.299999,22.134,33.299999,-22.134,0.2,0.45,GND,
V0306,3e905b49-d70c-4289-a85e-63a219359c2f,33.35,48.0,33.35,-48.0,0.3,0.6,+3V3,
V0307,47969b07-c2a1-4e47-a37f-b0af420ea7fa,33.4,29.4,33.4,-29.4,0.2,0.45,USB_IMON_BUF,
V0308,d016bda4-3229-4436-8704-93dabb01f1bd,33.4,59.1,33.4,-59.1,0.2,0.45,OPT_CS_N,
V0309,9475c1b7-c70e-444b-9dfb-5222450010e5,33.549999,51.65,33.549999,-51.65,0.2,0.45,SPI_MOSI,
V0310,e183959f-ca57-42f1-a66a-1d48ffa8a32e,33.6375,55.7,33.6375,-55.7,0.2,0.45,CS_PAW,
V0311,bdcd048d-bbd7-4283-b026-29d1ddaade02,33.7,69.0,33.7,-69.0,0.2,0.45,OPT_MISO,
V0312,eb860d86-b5cd-4c73-84fa-51d8fac186c1,33.7,70.6,33.7,-70.6,0.2,0.45,OPT_MISO,
V0313,65645b41-6aec-41e8-99c3-17a078f12110,33.75,83.5,33.75,-83.5,0.2,0.45,CS_MA735,
V0314,c794c2ec-ff6c-41dc-ae56-bb91be698529,33.75,85.5,33.75,-85.5,0.2,0.45,IMU_INT1,
V0315,f4e977f3-7e99-4259-8e80-336877ff2972,33.8,23.0,33.8,-23.0,0.2,0.45,ENC_CS_LOCAL,R99.2@F.Cu
V0316,a52809da-40fb-4f25-824c-94914631e3eb,33.8,92.35,33.8,-92.35,0.2,0.45,PAW_MOTION_N,
V0317,cf509944-8955-4dc1-9d16-9779ae856a26,33.8,93.35,33.8,-93.35,0.2,0.45,IMU_INT1,
V0318,a63ebb06-b111-4b33-b3d4-b978a985cd87,33.8,100.3,33.8,-100.3,0.3,0.6,GND,
V0319,d65d5650-d04a-466f-8439-aa629c560aad,34.0,88.5,34.0,-88.5,0.2,0.45,CS_IMU,
V0320,c2bf6c60-9e49-42b7-8de7-e699a673a460,34.0,102.6,34.0,-102.6,0.3,0.6,GND,
V0321,bdf7583a-0112-4ba4-a25c-6b6c84cb2a08,34.05,97.45,34.05,-97.45,0.2,0.45,BOOT,
V0322,ba5bc5ab-0514-4391-8083-44bd83f9aa4f,34.1,72.15,34.1,-72.15,0.2,0.45,OPT_CS_N,
V0323,c933817c-618a-49f7-8ee6-72ef0c2fe91d,34.1,72.95,34.1,-72.95,0.2,0.45,GND,
V0324,d81b9e98-2b3b-48b3-8bc9-9f1c8a9c84ab,34.15,61.8,34.15,-61.8,0.2,0.45,CS_DRV8316,
V0325,dd9859f2-ee3d-4731-9a63-035621e050a6,34.2,29.4,34.2,-29.4,0.2,0.45,GND,
V0326,2ffc1d0c-98a9-42b7-aacb-bd316ba4f046,34.25,89.85,34.25,-89.85,0.2,0.45,WHEEL_PWM_C,U3.30@F.Cu
V0327,52e26943-f0b9-4fb2-a058-f2eb6a2dfa41,34.4,87.85,34.4,-87.85,0.2,0.45,IMU_INT1,
V0328,79472b3d-512a-4560-a7ba-6ecf4673d035,34.55,92.6,34.55,-92.6,0.2,0.45,IMU_INT1,
V0329,2cb95b78-d0e8-4972-81e5-f7acadb8bb01,34.6,100.4,34.6,-100.4,0.3,0.6,BTN_L_CMD1,
V0330,f4fa0958-fcb2-40fd-bd0e-5372440dae40,34.6375,54.65,34.6375,-54.65,0.2,0.45,OPT_3V3,U39.5@F.Cu
V0331,6cc2c7ae-f84f-4a94-b335-cee5f273283d,34.65,59.1,34.65,-59.1,0.2,0.45,SPI_MISO,
V0332,6fdf7aac-7441-4e49-9c35-cd38c38fc117,34.7,96.1,34.7,-96.1,0.2,0.45,WHEEL_PWM_A,
V0333,3637bf6f-f961-4735-b0a8-5bb559ab0970,34.8,2.95,34.8,-2.95,0.3,0.6,GND,
V0334,86ccf4cb-5066-4b7f-a19f-ff243b9dd3c2,34.8,7.13,34.8,-7.13,0.3,0.6,GND,
V0335,b466058e-15fc-4372-8b76-da9add451ac1,34.9,87.5,34.9,-87.5,0.2,0.45,MOTOR_SPI_MOSI,
V0336,98e705af-67be-4f09-b9ae-87dac8fa20b3,34.9,102.6,34.9,-102.6,0.3,0.6,GND,
V0337,c9317f62-1a4c-4dcb-b4a2-fc3489758ad6,34.95,89.7,34.95,-89.7,0.2,0.45,MOTOR_SPI_SCLK,U3.29@F.Cu
V0338,59ad8a77-913b-4190-ad8a-2717eeeb7922,34.95,91.3,34.95,-91.3,0.2,0.45,MOTOR_SPI_SCLK,
V0339,191b9727-a9e9-4e9f-a9f1-ef7d43c68c85,35.1,24.0,35.1,-24.0,0.3,0.6,CC_OUT2,
V0340,4a31ebc3-7c54-44b6-a7ee-d7a6bcf67b78,35.1,92.85,35.1,-92.85,0.2,0.45,IMU_INT1,
V0341,59d1dbc2-e242-416e-ad0d-8a5fd3b406e2,35.15,62.95,35.15,-62.95,0.2,0.45,PAW_MOTION_N,
V0342,fd8aa874-1ce2-48fd-8466-38bc6f817851,35.2,60.0,35.2,-60.0,0.2,0.45,OPT_SCLK,
V0343,2c4ec0d8-3d18-4d4e-8461-968ba745433c,35.25,58.2651,35.25,-58.2651,0.2,0.45,GND,
V0344,fd1c1a48-c8e9-4100-b614-c67059be747f,35.35,85.0,35.35,-85.0,0.3,0.6,GND,
V0345,24627132-0453-4057-a249-024137fbe7a3,35.5,86.85,35.5,-86.85,0.2,0.45,CS_DRV8316,
V0346,b844e1f7-4d36-4abf-a908-d10d0a88a80b,35.7,56.2,35.7,-56.2,0.2,0.45,SPI_SCLK,
V0347,48f4f52a-1835-4382-986f-7b278b92bce2,35.8,97.8,35.8,-97.8,0.3,0.6,BTN_M_CMD2,
V0348,65436da1-1e5c-4738-a6cc-5cfd88ab7807,35.8,102.6,35.8,-102.6,0.3,0.6,GND,
V0349,debe4b84-e2b7-4108-ac13-81fa3e38149c,35.9,61.65,35.9,-61.65,0.2,0.45,DRV_FAULT_N,
V0350,2eb4fc0a-076e-47ba-8a8d-94a2fdad788f,36.45,24.5,36.45,-24.5,0.3,0.6,VBUS_USB,
V0351,495b08c2-a128-4600-851f-8457d6a99424,36.45,51.65,36.45,-51.65,0.2,0.45,OPT_CTRL,
V0352,8d884042-3c89-42ac-9f46-768a0668763d,36.5,25.3,36.5,-25.3,0.2,0.45,CC_OUT1,
